neg,neu,pos,compound
0.026,0.553,0.421,0.9878
0.046,0.655,0.299,0.9116
0.055,0.877,0.068,0.3332
0.106,0.628,0.266,0.8988
0.0,0.81,0.19,0.6114
0.044,0.751,0.205,0.943
0.0,0.616,0.384,0.969
0.0,0.765,0.235,0.9468
0.116,0.618,0.266,0.8074
0.07,0.576,0.354,0.8711
0.0,0.746,0.254,0.9179
0.05,0.81,0.14,0.6161
0.065,0.886,0.048,-0.0164
0.138,0.552,0.31,0.7825
0.086,0.775,0.139,0.2306
0.0,0.774,0.226,0.8217
0.0,0.652,0.348,0.9831
0.055,0.817,0.128,0.4505
0.182,0.757,0.061,-0.9541
0.076,0.749,0.175,0.9685
0.102,0.8,0.098,-0.5995
0.03,0.794,0.177,0.8802
0.044,0.9,0.056,0.5065
0.074,0.71,0.217,0.7543
0.04,0.793,0.167,0.796
0.126,0.759,0.115,-0.1513
0.044,0.63,0.326,0.9214
0.042,0.661,0.297,0.9933
0.0,0.887,0.113,0.8619
0.01,0.886,0.104,0.9082
0.031,0.723,0.246,0.9633
0.054,0.691,0.255,0.989
0.0,0.74,0.26,0.8113
0.043,0.825,0.132,0.9949
0.0,0.792,0.208,0.9709
0.0,0.819,0.181,0.9817
0.116,0.754,0.13,-0.128
0.0,0.785,0.215,0.5093
0.033,0.834,0.134,0.9128
0.128,0.841,0.032,-0.7366
0.03,0.807,0.163,0.9896
0.018,0.898,0.084,0.7959
0.0,0.602,0.398,0.9574
0.0,0.759,0.241,0.872
0.057,0.831,0.111,0.3491
0.0,0.569,0.431,0.989
0.141,0.859,0.0,-0.4215
0.112,0.829,0.059,-0.4751
0.0,0.709,0.291,0.7786
0.015,0.802,0.183,0.9654
0.073,0.886,0.041,-0.3647
0.048,0.736,0.216,0.9948
0.0,0.626,0.374,0.959
0.0,0.822,0.178,0.9596
0.069,0.764,0.167,0.8221
0.0,0.648,0.352,0.9282
0.0,0.704,0.296,0.8957
0.0,0.5,0.5,0.9324
0.0,0.578,0.422,0.9615
0.0,0.672,0.328,0.9042
0.0,0.837,0.163,0.5983
0.0,0.697,0.303,0.8713
0.0,0.607,0.393,0.9184
0.055,0.709,0.236,0.8249
0.069,0.636,0.295,0.872
0.0,0.8,0.2,0.9565
0.022,0.635,0.343,0.9877
0.0,0.708,0.292,0.9425
0.0,0.616,0.384,0.969
0.025,0.613,0.362,0.9622
0.0,0.603,0.397,0.9732
0.0,0.844,0.156,0.5719
0.0,0.775,0.225,0.8339
0.086,0.829,0.085,-0.0111
0.0,0.775,0.225,0.9042
0.034,0.84,0.125,0.8741
0.037,0.894,0.07,0.6596
0.0,0.823,0.177,0.9168
0.0,0.433,0.567,0.9517
0.0,0.859,0.141,0.9153
0.0,0.856,0.144,0.8294
0.0,0.754,0.246,0.7351
0.068,0.932,0.0,-0.4023
0.138,0.789,0.073,-0.7398
0.179,0.821,0.0,-0.8625
0.228,0.693,0.079,-0.6696
0.0,0.776,0.224,0.9947
0.063,0.84,0.097,0.8923
0.013,0.886,0.101,0.8867
0.0,0.737,0.263,0.802
0.045,0.79,0.164,0.7954
0.0,0.721,0.279,0.9214
0.0,0.864,0.136,0.6249
0.04,0.781,0.179,0.7046
0.015,0.802,0.183,0.9582
0.0,0.57,0.43,0.9014
0.068,0.828,0.104,0.2845
0.0,0.652,0.348,0.9902
0.0,0.636,0.364,0.8834
0.063,0.89,0.046,-0.3818
0.055,0.805,0.139,0.7475
0.0,0.767,0.233,0.836
0.0,0.888,0.112,0.6767
0.043,0.65,0.308,0.9278
0.0,1.0,0.0,0.0
0.024,0.803,0.173,0.991
0.0,0.655,0.345,0.958
0.0,0.856,0.144,0.6597
0.054,0.715,0.231,0.8011
0.022,0.837,0.141,0.908
0.0,0.877,0.123,0.4215
0.04,0.794,0.166,0.9246
0.0,0.552,0.448,0.9186
0.036,0.781,0.184,0.9617
0.068,0.757,0.175,0.6066
0.0,0.884,0.116,0.9668
0.062,0.893,0.045,-0.25
0.007,0.86,0.132,0.965
0.093,0.845,0.062,-0.2141
0.117,0.616,0.267,0.9686
0.0,0.841,0.159,0.5563
0.016,0.86,0.123,0.8575
0.159,0.841,0.0,-0.6946
0.0,0.737,0.263,0.8172
0.055,0.925,0.02,-0.6168
0.0,0.637,0.363,0.8442
0.0,0.863,0.137,0.7345
0.081,0.862,0.057,-0.7817
0.061,0.762,0.177,0.7465
0.0,0.654,0.346,0.9423
0.08,0.744,0.176,0.8313
0.079,0.679,0.243,0.6808
0.035,0.806,0.158,0.9575
0.054,0.761,0.185,0.8622
0.074,0.866,0.061,-0.078
0.0,0.574,0.426,0.9369
0.132,0.868,0.0,-0.4404
0.0,0.61,0.39,0.9837
0.058,0.885,0.057,-0.2617
0.032,0.702,0.265,0.9558
0.018,0.797,0.186,0.9459
0.0,0.856,0.144,0.6956
0.03,0.692,0.278,0.9802
0.0,0.796,0.204,0.9392
0.0,0.738,0.262,0.9722
0.0,0.783,0.217,0.8613
0.127,0.873,0.0,-0.5423
0.022,0.845,0.133,0.8265
0.024,0.856,0.12,0.9388
0.049,0.852,0.099,0.7289
0.247,0.684,0.069,-0.7135
0.023,0.909,0.068,0.4579
0.252,0.703,0.045,-0.9181
0.143,0.841,0.015,-0.9734
0.0,0.833,0.167,0.6369
0.072,0.846,0.081,0.3962
0.016,0.84,0.144,0.9132
0.0,0.815,0.185,0.6124
0.046,0.954,0.0,-0.1419
0.0,0.687,0.313,0.862
0.02,0.829,0.151,0.9587
0.096,0.842,0.063,0.1615
0.0,0.689,0.311,0.9455
0.059,0.567,0.373,0.9929
0.093,0.646,0.26,0.8313
0.0,0.863,0.137,0.835
0.129,0.761,0.11,-0.1263
0.064,0.776,0.16,0.9761
0.072,0.824,0.104,0.2263
0.0,0.851,0.149,0.8801
0.039,0.935,0.026,-0.264
0.23,0.605,0.164,-0.2333
0.0,0.65,0.35,0.9686
0.0,0.746,0.254,0.9868
0.0,0.701,0.299,0.8699
0.043,0.784,0.173,0.8071
0.031,0.828,0.141,0.8625
0.0,0.582,0.418,0.9099
0.028,0.833,0.139,0.7377
0.05,0.805,0.145,0.9867
0.025,0.796,0.179,0.9443
0.0,0.869,0.131,0.5815
0.025,0.845,0.13,0.9659
0.029,0.768,0.203,0.9336
0.0,0.575,0.425,0.9766
0.008,0.827,0.165,0.9878
0.0,0.772,0.228,0.7574
0.0,0.872,0.128,0.7346
0.0,0.769,0.231,0.8885
0.019,0.757,0.224,0.9752
0.0,0.707,0.293,0.7933
0.021,0.84,0.138,0.9551
0.0,0.766,0.234,0.5984
0.068,0.791,0.142,0.5372
0.0,0.833,0.167,0.8016
0.037,0.681,0.282,0.9853
0.018,0.886,0.096,0.8853
0.03,0.653,0.317,0.9545
0.0,0.852,0.148,0.886
0.0,0.635,0.365,0.8878
0.129,0.557,0.314,0.807
0.025,0.934,0.041,0.2263
0.0,0.79,0.21,0.4927
0.047,0.847,0.106,0.3598
0.063,0.758,0.179,0.7086
0.0,1.0,0.0,0.0
0.063,0.764,0.173,0.9367
0.124,0.625,0.251,0.8843
0.0,0.673,0.327,0.9483
0.0,0.77,0.23,0.8164
0.102,0.74,0.158,0.647
0.025,0.656,0.319,0.9843
0.0,0.562,0.438,0.9134
0.124,0.812,0.064,-0.3531
0.0,0.86,0.14,0.9035
0.041,0.693,0.266,0.9483
0.074,0.668,0.259,0.9153
0.0,0.934,0.066,0.4404
0.03,0.753,0.217,0.9562
0.02,0.782,0.198,0.9548
0.049,0.722,0.229,0.8948
0.0,0.819,0.181,0.743
0.059,0.734,0.207,0.9953
0.03,0.748,0.222,0.9508
0.02,0.895,0.085,0.6249
0.0,0.712,0.288,0.9239
0.091,0.777,0.132,0.4902
0.025,0.834,0.141,0.906
0.012,0.878,0.11,0.9274
0.0,0.762,0.238,0.9621
0.0,0.774,0.226,0.9591
0.057,0.779,0.164,0.5563
0.02,0.814,0.166,0.9467
0.036,0.828,0.136,0.8347
0.032,0.672,0.297,0.9722
0.0,0.858,0.142,0.5859
0.0,0.689,0.311,0.8858
0.0,0.794,0.206,0.9713
0.0,0.701,0.299,0.9913
0.0,0.733,0.267,0.9201
0.0,0.797,0.203,0.8658
0.063,0.667,0.27,0.7579
0.0,0.524,0.476,0.872
0.015,0.828,0.157,0.9668
0.097,0.849,0.054,-0.7959
0.0,0.824,0.176,0.8486
0.0,0.655,0.345,0.9022
0.1,0.791,0.109,0.0844
0.033,0.81,0.157,0.8902
0.076,0.806,0.118,0.5402
0.0,0.954,0.046,0.3291
0.064,0.747,0.189,0.8652
0.0,0.769,0.231,0.7841
0.0,0.611,0.389,0.7906
0.066,0.796,0.138,0.6135
0.0,0.7,0.3,0.9371
0.0,0.637,0.363,0.9179
0.057,0.735,0.208,0.95
0.039,0.789,0.172,0.8126
0.082,0.818,0.1,0.6397
0.058,0.717,0.226,0.8625
0.101,0.835,0.064,-0.3832
0.0,0.509,0.491,0.96
0.078,0.661,0.261,0.9065
0.034,0.873,0.093,0.5829
0.0,0.732,0.268,0.765
0.0,0.917,0.083,0.7373
0.261,0.482,0.257,0.223
0.0,0.844,0.156,0.9098
0.013,0.772,0.215,0.9863
0.0,0.76,0.24,0.923
0.106,0.71,0.184,0.405
0.026,0.677,0.297,0.937
0.024,0.807,0.169,0.8591
0.071,0.819,0.11,0.8654
0.183,0.712,0.105,-0.7013
0.046,0.785,0.169,0.6407
0.07,0.703,0.227,0.8885
0.059,0.567,0.373,0.8913
0.091,0.831,0.078,-0.1027
0.188,0.731,0.081,-0.9354
0.095,0.764,0.141,0.8512
0.0,0.846,0.154,0.7351
0.061,0.805,0.134,0.8873
0.073,0.784,0.143,0.7195
0.0,0.807,0.193,0.9827
0.095,0.871,0.034,-0.9217
0.07,0.897,0.033,-0.741
0.037,0.662,0.302,0.9277
0.069,0.791,0.14,0.4215
0.042,0.66,0.298,0.9274
0.038,0.74,0.222,0.9166
0.0,0.798,0.202,0.9833
0.0,0.788,0.212,0.7778
0.0,0.719,0.281,0.9022
0.0,0.548,0.452,0.9594
0.063,0.762,0.174,0.9018
0.0,0.782,0.218,0.9088
0.041,0.791,0.169,0.9343
0.254,0.402,0.344,0.4406
0.057,0.835,0.108,0.9835
0.02,0.854,0.126,0.8588
0.034,0.749,0.217,0.9848
0.029,0.859,0.112,0.9555
0.0,0.84,0.16,0.8591
0.02,0.676,0.304,0.9856
0.0,0.788,0.212,0.7351
0.031,0.723,0.246,0.9136
0.0,0.688,0.312,0.9206
0.0,0.887,0.113,0.4926
0.0,0.794,0.206,0.8791
0.101,0.818,0.082,-0.4104
0.051,0.807,0.143,0.9286
0.071,0.889,0.04,-0.1109
0.014,0.783,0.204,0.9654
0.0,0.87,0.13,0.8201
0.0,0.595,0.405,0.9231
0.0,0.911,0.089,0.8307
0.034,0.766,0.2,0.9966
0.0,0.787,0.213,0.7579
0.0,0.68,0.32,0.915
0.188,0.812,0.0,-0.8804
0.084,0.825,0.09,0.1582
0.11,0.832,0.058,-0.8167
0.006,0.908,0.085,0.9663
0.0,0.81,0.19,0.9572
0.0,0.865,0.135,0.8932
0.073,0.817,0.11,0.5053
0.055,0.783,0.162,0.9667
0.0,0.866,0.134,0.9229
0.0,0.775,0.225,0.7712
0.035,0.817,0.148,0.9705
0.0,0.864,0.136,0.8775
0.044,0.793,0.163,0.9759
0.0,0.79,0.21,0.9834
0.0,0.917,0.083,0.5756
0.0,0.786,0.214,0.8399
0.097,0.855,0.048,-0.5165
0.059,0.865,0.075,0.1016
0.0,0.874,0.126,0.9225
0.137,0.803,0.061,-0.9668
0.0,0.499,0.501,0.9521
0.0,0.735,0.265,0.9336
0.0,0.742,0.258,0.8968
0.0,0.843,0.157,0.8472
0.0,0.858,0.142,0.915
0.027,0.88,0.093,0.7406
0.0,0.762,0.238,0.8761
0.0,0.84,0.16,0.8932
0.063,0.863,0.074,0.1531
0.0,0.638,0.362,0.9508
0.0,0.788,0.212,0.9341
0.044,0.701,0.255,0.9508
0.0,0.854,0.146,0.7712
0.0,0.877,0.123,0.7836
0.0,0.786,0.214,0.9381
0.038,0.872,0.09,0.765
0.0,0.543,0.457,0.9516
0.017,0.918,0.065,0.7992
0.0,0.655,0.345,0.9607
0.0,0.911,0.089,0.6124
0.022,0.689,0.289,0.9814
0.051,0.697,0.252,0.986
0.05,0.787,0.163,0.9019
0.0,0.909,0.091,0.2732
0.057,0.675,0.267,0.796
0.042,0.861,0.097,0.5376
0.0,0.832,0.168,0.936
0.0,0.704,0.296,0.9309
0.0,0.634,0.366,0.954
0.0,0.809,0.191,0.7955
0.0,0.852,0.148,0.9347
0.0,0.654,0.346,0.903
0.0,0.743,0.257,0.8225
0.0,0.824,0.176,0.8165
0.063,0.812,0.125,0.3991
0.0,0.845,0.155,0.967
0.0,0.567,0.433,0.9414
0.0,0.798,0.202,0.9493
0.029,0.81,0.162,0.9186
0.0,0.832,0.168,0.7702
0.0,0.823,0.177,0.967
0.054,0.718,0.228,0.9818
0.087,0.721,0.192,0.8997
0.0,0.664,0.336,0.9493
0.0,0.826,0.174,0.7876
0.104,0.596,0.3,0.9106
0.062,0.74,0.198,0.733
0.044,0.873,0.083,0.2598
0.0,0.637,0.363,0.9735
0.072,0.818,0.111,0.2698
0.0,0.569,0.431,0.9022
0.0,0.616,0.384,0.9287
0.012,0.825,0.163,0.9564
0.018,0.835,0.146,0.7537
0.181,0.819,0.0,-0.6249
0.02,0.785,0.195,0.9136
0.094,0.84,0.066,-0.024
0.0,0.851,0.149,0.5994
0.03,0.683,0.287,0.9493
0.056,0.68,0.264,0.7351
0.0,0.867,0.133,0.7841
0.029,0.851,0.12,0.8219
0.0,0.908,0.092,0.6808
0.0,0.654,0.346,0.876
0.017,0.728,0.254,0.9362
0.0,0.97,0.03,0.5106
0.024,0.763,0.213,0.917
0.042,0.804,0.154,0.9017
0.0,0.586,0.414,0.9059
0.0,0.704,0.296,0.9437
0.034,0.842,0.124,0.9194
0.048,0.952,0.0,-0.4019
0.0,0.69,0.31,0.6696
0.0,0.71,0.29,0.9628
0.18,0.552,0.268,0.5256
0.026,0.886,0.088,0.7184
0.025,0.807,0.168,0.8926
0.033,0.697,0.27,0.9371
0.0,0.758,0.242,0.9927
0.172,0.722,0.106,-0.8647
0.019,0.837,0.144,0.9331
0.083,0.781,0.136,0.4754
0.095,0.799,0.106,0.1744
0.066,0.789,0.145,0.9695
0.0,0.912,0.088,0.4404
0.017,0.915,0.069,0.7777
0.0,0.816,0.184,0.9458
0.0,0.717,0.283,0.9512
0.0,0.845,0.155,0.8043
0.0,0.733,0.267,0.7612
0.044,0.805,0.151,0.8326
0.016,0.779,0.204,0.9846
0.035,0.844,0.121,0.8733
0.017,0.89,0.093,0.8068
0.026,0.882,0.092,0.8746
0.0,0.77,0.23,0.9711
0.02,0.776,0.204,0.9944
0.024,0.784,0.192,0.9418
0.073,0.847,0.08,0.2199
0.0,0.825,0.175,0.956
0.0,0.717,0.283,0.9245
0.094,0.824,0.082,0.0572
0.0,0.779,0.221,0.8115
0.014,0.755,0.23,0.9595
0.0,0.893,0.107,0.908
0.034,0.87,0.097,0.4373
0.021,0.846,0.133,0.8919
0.0,0.651,0.349,0.8221
0.0,0.756,0.244,0.795
0.064,0.83,0.107,0.6442
0.032,0.786,0.182,0.8979
0.0,0.688,0.312,0.8957
0.0,0.886,0.114,0.7959
0.0,1.0,0.0,0.0
0.0,0.608,0.392,0.9314
0.0,0.743,0.257,0.8777
0.0,0.772,0.228,0.9022
0.0,0.686,0.314,0.7146
0.0,0.698,0.302,0.8437
0.032,0.749,0.219,0.9914
0.0,0.619,0.381,0.9022
0.176,0.631,0.193,0.1255
0.044,0.841,0.116,0.6059
0.094,0.644,0.262,0.5994
0.176,0.723,0.1,-0.5026
0.094,0.725,0.182,0.8271
0.0,0.625,0.375,0.8955
0.029,0.802,0.169,0.7783
0.034,0.634,0.332,0.9223
0.0,0.541,0.459,0.9359
0.138,0.783,0.078,-0.351
0.132,0.538,0.33,0.9329
0.085,0.781,0.134,0.7618
0.046,0.651,0.303,0.836
0.05,0.633,0.316,0.9868
0.047,0.768,0.185,0.9419
0.0,0.905,0.095,0.7125
0.0,0.697,0.303,0.8718
0.0,0.731,0.269,0.7902
0.0,0.708,0.292,0.9077
0.048,0.697,0.255,0.9055
0.02,0.774,0.206,0.9522
0.081,0.64,0.279,0.9349
0.0,0.646,0.354,0.9716
0.0,0.722,0.278,0.9863
0.0,0.658,0.342,0.8716
0.067,0.617,0.316,0.8658
0.0,0.711,0.289,0.7845
0.0,0.903,0.097,0.7964
0.0,0.586,0.414,0.9001
0.042,0.724,0.234,0.9704
0.0,0.517,0.483,0.9622
0.079,0.79,0.131,0.379
0.0,0.864,0.136,0.7906
0.03,0.759,0.21,0.9288
0.0,0.876,0.124,0.4019
0.0,0.697,0.303,0.9808
0.088,0.806,0.107,0.836
0.0,0.769,0.231,0.8718
0.018,0.905,0.076,0.7906
0.0,0.847,0.153,0.7067
0.05,0.773,0.177,0.974
0.0,0.851,0.149,0.7003
0.035,0.816,0.149,0.9708
0.02,0.814,0.166,0.9948
0.0,0.765,0.235,0.9618
0.025,0.791,0.185,0.8791
0.031,0.887,0.082,0.5574
0.0,0.591,0.409,0.8655
0.034,0.729,0.237,0.9098
0.034,0.837,0.129,0.9154
0.065,0.775,0.16,0.9205
0.113,0.8,0.087,0.0433
0.0,0.692,0.308,0.9485
0.089,0.548,0.363,0.8584
0.0,0.586,0.414,0.9134
0.0,0.932,0.068,0.6249
0.009,0.854,0.137,0.9724
0.124,0.735,0.141,0.125
0.0,0.9,0.1,0.9455
0.124,0.735,0.141,0.125
0.092,0.782,0.126,0.8163
0.022,0.795,0.183,0.9618
0.0,0.827,0.173,0.5659
0.0,0.86,0.14,0.8238
0.083,0.797,0.12,0.5418
0.097,0.798,0.105,0.216
0.046,0.796,0.158,0.9442
0.042,0.863,0.095,0.6393
0.058,0.854,0.088,0.7368
0.028,0.783,0.189,0.9483
0.043,0.925,0.032,-0.1406
0.0,0.667,0.333,0.858
0.041,0.959,0.0,-0.2975
0.124,0.728,0.147,0.126
0.036,0.764,0.2,0.8316
0.029,0.823,0.148,0.987
0.0,0.833,0.167,0.9011
0.078,0.74,0.182,0.9195
0.088,0.791,0.121,0.3167
0.109,0.758,0.134,0.2039
0.064,0.715,0.221,0.9793
0.0,0.767,0.233,0.8993
0.0,0.724,0.276,0.893
0.0,0.723,0.277,0.807
0.0,0.909,0.091,0.5411
0.0,0.797,0.203,0.8988
0.109,0.805,0.085,-0.3516
0.167,0.833,0.0,-0.7501
0.083,0.797,0.12,0.5418
0.081,0.802,0.117,0.5418
0.024,0.894,0.081,0.5964
0.044,0.65,0.306,0.9286
0.0,0.647,0.353,0.9345
0.0,0.724,0.276,0.9213
0.042,0.748,0.21,0.8497
0.0,0.789,0.211,0.8519
0.208,0.792,0.0,-0.4389
0.093,0.701,0.207,0.9473
0.0,0.666,0.334,0.9109
0.0,0.502,0.498,0.9508
0.0,0.667,0.333,0.8402
0.0,0.658,0.342,0.8856
0.0,1.0,0.0,0.0
0.0,0.733,0.267,0.9771
0.251,0.629,0.12,-0.7364
0.0,0.725,0.275,0.9226
0.0,0.72,0.28,0.872
0.036,0.787,0.177,0.685
0.061,0.666,0.272,0.8069
0.094,0.828,0.077,-0.2375
0.112,0.752,0.136,-0.3595
0.082,0.918,0.0,-0.5256
0.071,0.655,0.273,0.7768
0.074,0.642,0.284,0.802
0.0,0.751,0.249,0.9274
0.103,0.848,0.049,-0.7869
0.0,0.872,0.128,0.4728
0.092,0.644,0.264,0.6905
0.044,0.836,0.119,0.9714
0.019,0.719,0.262,0.9886
0.0,0.684,0.316,0.8911
0.027,0.689,0.284,0.8871
0.035,0.715,0.25,0.9145
0.0,0.683,0.317,0.8805
0.042,0.534,0.425,0.9657
0.043,0.761,0.196,0.8316
0.093,0.835,0.072,-0.2505
0.123,0.743,0.134,0.9181
0.081,0.85,0.069,-0.256
0.0,0.862,0.138,0.807
0.024,0.884,0.092,0.8989
0.056,0.773,0.171,0.9838
0.024,0.823,0.153,0.9962
0.038,0.783,0.18,0.8889
0.112,0.823,0.065,-0.2805
0.042,0.814,0.144,0.9865
0.053,0.759,0.188,0.9964
0.021,0.82,0.16,0.9245
0.083,0.806,0.11,0.2716
0.312,0.607,0.081,-0.9607
0.106,0.754,0.141,0.4889
0.051,0.725,0.224,0.7989
0.0,0.783,0.217,0.8625
0.0,0.79,0.21,0.9835
0.0,0.964,0.036,0.4826
0.159,0.643,0.198,0.1027
0.0,0.68,0.32,0.8555
0.026,0.749,0.224,0.874
0.059,0.759,0.182,0.7906
0.0,0.826,0.174,0.6901
0.086,0.766,0.148,0.5828
0.0,0.641,0.359,0.9336
0.057,0.777,0.166,0.8371
0.053,0.721,0.226,0.9464
0.0,0.813,0.187,0.8741
0.02,0.837,0.143,0.9708
0.042,0.904,0.054,0.1531
0.078,0.805,0.117,0.7239
0.0,0.749,0.251,0.9753
0.112,0.804,0.085,-0.296
0.076,0.779,0.145,0.9622
0.048,0.848,0.104,0.1522
0.135,0.758,0.106,-0.6819
0.118,0.586,0.296,0.5691
0.071,0.623,0.306,0.836
0.014,0.874,0.112,0.8449
0.026,0.858,0.116,0.5955
0.0,0.751,0.249,0.743
0.039,0.855,0.105,0.6124
0.021,0.761,0.218,0.9431
0.056,0.673,0.271,0.9099
0.061,0.747,0.192,0.978
0.014,0.851,0.135,0.9337
0.147,0.814,0.039,-0.8233
0.088,0.818,0.095,-0.3087
0.041,0.808,0.151,0.995
0.052,0.685,0.263,0.8718
0.0,0.855,0.145,0.8805
0.0,0.803,0.197,0.8622
0.0,0.808,0.192,0.9592
0.0,0.785,0.215,0.8519
0.029,0.787,0.184,0.9085
0.031,0.909,0.061,0.7744
0.0,0.856,0.144,0.7832
0.0,0.792,0.208,0.9168
0.0,0.908,0.092,0.7073
0.0,0.739,0.261,0.9627
0.0,0.629,0.371,0.9042
0.051,0.88,0.069,-0.1001
0.098,0.693,0.209,0.9042
0.046,0.787,0.167,0.9623
0.0,0.736,0.264,0.836
0.109,0.631,0.259,0.7505
0.024,0.963,0.013,-0.296
0.0,0.941,0.059,0.5242
0.026,0.68,0.294,0.984
0.0,0.582,0.418,0.9097
0.064,0.578,0.358,0.9873
0.0,0.787,0.213,0.8826
0.106,0.745,0.149,0.5798
0.024,0.828,0.148,0.8854
0.0,0.769,0.231,0.6369
0.113,0.703,0.184,0.3887
0.0,0.708,0.292,0.872
0.073,0.814,0.113,0.4404
0.161,0.669,0.17,0.2184
0.234,0.62,0.146,-0.3716
0.0,0.712,0.288,0.957
0.0,0.666,0.334,0.8892
0.024,0.718,0.258,0.97
0.0,1.0,0.0,0.0
0.078,0.814,0.108,0.25
0.0,0.902,0.098,0.3612
0.0,0.577,0.423,0.8996
0.026,0.865,0.109,0.8829
0.0,0.695,0.305,0.9059
0.028,0.75,0.221,0.9422
0.05,0.742,0.209,0.9074
0.17,0.736,0.095,-0.5209
0.166,0.834,0.0,-0.5255
0.0,0.666,0.334,0.9589
0.046,0.9,0.055,0.0356
0.096,0.607,0.296,0.7644
0.019,0.696,0.285,0.9647
0.0,0.622,0.378,0.8534
0.0,0.731,0.269,0.9733
0.0,0.774,0.226,0.8833
0.131,0.686,0.183,0.5209
0.043,0.957,0.0,-0.8083
0.013,0.822,0.165,0.9537
0.078,0.922,0.0,-0.5574
0.048,0.574,0.378,0.9565
0.101,0.815,0.084,-0.7644
0.06,0.832,0.108,0.8151
0.111,0.889,0.0,-0.8039
0.113,0.775,0.112,-0.1703
0.06,0.814,0.126,0.368
0.032,0.457,0.51,0.9714
0.018,0.788,0.195,0.969
0.047,0.802,0.151,0.7177
0.086,0.762,0.152,0.8537
0.034,0.801,0.165,0.9423
0.0,1.0,0.0,0.0
0.0,0.777,0.223,0.765
0.109,0.816,0.075,-0.6495
0.025,0.81,0.165,0.8936
0.082,0.799,0.12,0.5653
0.0,0.859,0.141,0.9457
0.026,0.895,0.08,0.9602
0.043,0.572,0.385,0.983
0.126,0.632,0.241,0.4588
0.195,0.768,0.036,-0.85
0.0,0.79,0.21,0.6115
0.0,0.781,0.219,0.9459
0.0,0.9,0.1,0.6948
0.076,0.734,0.19,0.5106
0.0,0.751,0.249,0.8074
0.0,0.842,0.158,0.7618
0.0,0.856,0.144,0.6369
0.033,0.633,0.334,0.9638
0.0,0.751,0.249,0.9747
0.0,0.654,0.346,0.9587
0.0,0.795,0.205,0.6597
0.0,0.834,0.166,0.8981
0.0,0.612,0.388,0.9552
0.024,0.882,0.093,0.5946
0.056,0.764,0.18,0.8242
0.0,0.872,0.128,0.8834
0.0,0.684,0.316,0.9816
0.065,0.593,0.341,0.8834
0.0,0.708,0.292,0.9151
0.0,0.578,0.422,0.8793
0.046,0.856,0.098,0.5478
0.214,0.703,0.083,-0.9779
0.139,0.861,0.0,-0.5719
0.0,0.837,0.163,0.6167
0.059,0.823,0.118,0.9009
0.104,0.762,0.134,0.2708
0.216,0.664,0.12,-0.3182
0.0,0.674,0.326,0.9828
0.126,0.769,0.105,-0.2065
0.084,0.651,0.265,0.6457
0.0,0.796,0.204,0.8674
0.116,0.541,0.344,0.8829
0.064,0.633,0.303,0.9737
0.0,0.8,0.2,0.8825
0.078,0.651,0.271,0.9376
0.0,0.925,0.075,0.0762
0.0,0.808,0.192,0.9895
0.0,0.794,0.206,0.9265
0.0,0.771,0.229,0.9866
0.0,0.875,0.125,0.9833
0.0,0.764,0.236,0.8769
0.0,0.664,0.336,0.8916
0.032,0.783,0.186,0.9299
0.0,0.739,0.261,0.9245
0.0,0.687,0.313,0.8755
0.0,0.589,0.411,0.9033
0.0,0.738,0.262,0.862
0.062,0.878,0.06,-0.1466
0.0,0.541,0.459,0.946
0.173,0.735,0.092,-0.5255
0.224,0.588,0.188,0.077
0.0,0.756,0.244,0.9735
0.108,0.892,0.0,-0.7944
0.022,0.87,0.108,0.9558
0.0,0.751,0.249,0.8986
0.045,0.899,0.056,0.3104
0.0,0.85,0.15,0.9505
0.0,0.789,0.211,0.8511
0.115,0.714,0.171,0.4841
0.067,0.747,0.186,0.7096
0.028,0.947,0.026,-0.0258
0.228,0.723,0.049,-0.7698
0.0,0.884,0.116,0.6249
0.115,0.818,0.067,-0.3182
0.055,0.737,0.208,0.9862
0.098,0.807,0.095,0.0927
0.0,0.843,0.157,0.9246
0.022,0.86,0.118,0.8205
0.0,0.908,0.092,0.7481
0.053,0.831,0.115,0.8224
0.0,0.817,0.183,0.9533
0.029,0.662,0.309,0.9389
0.033,0.805,0.162,0.7932
0.0,0.769,0.231,0.9342
0.0,0.843,0.157,0.4199
0.055,0.799,0.145,0.8384
0.0,0.737,0.263,0.9413
0.0,0.515,0.485,0.9836
0.0,0.668,0.332,0.9577
0.0,0.642,0.358,0.9246
0.047,0.821,0.132,0.9045
0.0,0.692,0.308,0.9669
0.021,0.829,0.15,0.9178
0.0,0.678,0.322,0.9674
0.129,0.783,0.088,-0.7583
0.025,0.748,0.226,0.9931
0.0,0.892,0.108,0.8832
0.0,0.911,0.089,0.883
0.076,0.711,0.212,0.9176
0.0,0.836,0.164,0.84
0.0,0.828,0.172,0.6988
0.0,0.83,0.17,0.6931
0.082,0.873,0.046,-0.3722
0.069,0.634,0.296,0.8349
0.0,0.823,0.177,0.8643
0.0,0.705,0.295,0.8313
0.071,0.804,0.125,0.296
0.069,0.817,0.114,0.5187
0.12,0.644,0.236,0.9101
0.034,0.833,0.132,0.4588
0.0,0.7,0.3,0.7717
0.0,0.627,0.373,0.9136
0.0,0.615,0.385,0.7845
0.0,0.734,0.266,0.955
0.0,0.785,0.215,0.7351
0.0,0.85,0.15,0.5709
0.0,0.688,0.312,0.6997
0.0,0.758,0.242,0.8987
0.053,0.746,0.201,0.992
